Lot Area,Neighborhood,Bldg Type,House Style,Year Built,Year Remod/Add,Full Bath,Bedroom AbvGr,SalePrice
10994,SawyerW,Single-Family,1,2005,2006,2,2,257000
8529,SawyerW,Single-Family,1,2001,2001,2,3,189000
7703,SawyerW,Single-Family,2,1992,1992,2,3,171500
10762,SawyerW,Townhouse,2,1980,1980,1,3,120000
7175,SawyerW,Townhouse,1,1990,1991,2,2,145000
9109,SawyerW,Single-Family,2,1994,1994,2,3,184000
10274,SawyerW,Single-Family,2,1986,1986,2,3,162000
8250,SawyerW,Multi-Family,2,1981,1981,2,4,160000
8400,SawyerW,Single-Family,1,1950,1950,1,2,82000
9750,Sawyer,Single-Family,1,1962,1962,1,3,110000
7064,Sawyer,Single-Family,1,1977,1977,1,3,135000
8499,Sawyer,Single-Family,1,1961,1961,1,3,141000
9079,Sawyer,Single-Family,1,1961,1961,1,2,122000
9316,Sawyer,Single-Family,1,1965,1965,2,3,124100
7791,Sawyer,Single-Family,1,1963,1995,1,3,129000
10000,Sawyer,Single-Family,1,1961,1983,1,3,131400
7150,Sawyer,Single-Family,1,1962,1962,1,3,123000
15676,Veenker,Single-Family,1,1980,1980,2,2,275000
11949,NoRidge,Single-Family,2,1991,2008,2,3,235000
2880,Somerst,Townhouse,2,2004,2005,2,3,280750
3951,Somerst,Townhouse,2,2009,2009,2,2,164500
3000,Somerst,Townhouse,2,2009,2009,2,2,173733
3830,Somerst,Townhouse,1,2008,2008,2,2,222000
4217,Somerst,Townhouse,1,2008,2008,1,1,195000
3230,Somerst,Townhouse,2,1999,1999,2,3,172500
2998,Somerst,Townhouse,2,2000,2000,2,2,180000
3768,Somerst,Townhouse,2,1999,1999,2,3,156000
2645,Somerst,Townhouse,2,1999,2000,2,3,172500
3782,Greens,Townhouse,1,1981,1981,1,1,211500
15417,Veenker,Single-Family,1,1981,1981,1,2,241600
9600,Veenker,Single-Family,2,1976,1976,2,4,180500
9991,Sawyer,Single-Family,1,1976,1993,2,3,150000
11700,NWAmes,Single-Family,2,1968,1968,1,4,154000
11717,NWAmes,Single-Family,1,1970,1970,2,2,185000
9156,NWAmes,Single-Family,1,1968,1968,2,3,185750
10382,NWAmes,Single-Family,2,1973,1973,2,3,200000
12732,NWAmes,Single-Family,2,1974,1974,2,3,206000
12936,NWAmes,Single-Family,2,1972,1972,1,3,162000
10400,NWAmes,Single-Family,2,1967,1997,2,5,256900
17871,NWAmes,Single-Family,2,1967,1976,1,3,197900
9600,NWAmes,Single-Family,1,1969,1969,2,3,163000
9000,NWAmes,Single-Family,1,1969,1969,1,3,113000
13774,NWAmes,Single-Family,2,1977,1992,1,4,230000
9650,NWAmes,Single-Family,1,1977,1977,2,2,167900
10140,NWAmes,Single-Family,1,1998,1999,2,3,213250
8400,NWAmes,Single-Family,2,2001,2001,2,3,227000
7130,NAmes,Single-Family,1,1967,1967,1,2,130000
9600,NAmes,Single-Family,1,1967,1967,1,3,143000
9100,NAmes,Single-Family,1,1965,1965,1,2,117500
9600,NWAmes,Single-Family,2,1974,1974,2,4,168500
16500,NWAmes,Single-Family,2,1971,1971,2,3,172500
9790,NWAmes,Single-Family,1,1967,1967,2,3,161500
7436,NAmes,Single-Family,1,1960,1960,1,2,141500
8125,NAmes,Single-Family,1,1959,1959,1,3,118000
9100,NAmes,Single-Family,1,1959,1959,1,2,127500
9450,NAmes,Single-Family,1,1957,1957,1,3,140000
13495,NAmes,Single-Family,1,1956,1956,2,3,177625
11475,NAmes,Multi-Family,1,1958,1958,2,4,110000
10004,NAmes,Single-Family,1,1964,1964,1,3,167000
9350,NAmes,Single-Family,1,1961,1995,1,3,153000
10500,NAmes,Single-Family,1,1964,1964,1,3,145100
11000,NAmes,Single-Family,1,1966,1966,1,3,154000
8970,NAmes,Single-Family,2,1965,1965,2,4,177500
12095,NAmes,Single-Family,2,1964,1964,1,3,158000
9600,NAmes,Single-Family,1,1959,1959,1,3,124500
11475,NAmes,Single-Family,2,1961,1961,1,4,174500
9768,NAmes,Single-Family,1,1955,1955,1,2,122000
5330,BrkSide,Single-Family,1,1940,1950,1,2,82500
7015,BrkSide,Single-Family,2,1950,1950,1,3,110000
12160,NAmes,Single-Family,1,1953,1953,1,2,149500
9900,NAmes,Single-Family,1,1967,1967,1,2,175000
9600,NAmes,Single-Family,1,1953,1953,1,3,167000
9600,NAmes,Single-Family,1,1956,1956,1,2,128900
9600,NAmes,Single-Family,2,1950,2005,1,3,140000
9600,NAmes,Single-Family,1,1950,2007,1,3,147000
8944,NAmes,Multi-Family,1,1967,1967,2,4,124000
10573,NAmes,Single-Family,1,1961,1961,2,3,187500
9500,NAmes,Single-Family,1,1963,1963,1,3,159000
14695,NAmes,Single-Family,1,1966,2008,2,2,256000
13600,NAmes,Single-Family,2,1965,1990,2,3,205000
13000,NAmes,Single-Family,2,1968,1968,2,4,193500
13560,NAmes,Single-Family,1,1968,1968,1,2,110000
12513,NAmes,Single-Family,2,1920,2007,2,4,104900
8760,NAmes,Single-Family,1,1956,1956,1,3,150000
8400,NAmes,Single-Family,1,1957,1957,1,3,156500
12285,NAmes,Single-Family,1,1960,1960,1,3,176000
9240,NAmes,Single-Family,1,1959,1998,2,3,149500
9600,NAmes,Single-Family,1,1958,1988,2,3,139000
12400,NAmes,Single-Family,1,1958,1998,1,3,155000
8750,NAmes,Single-Family,1,1956,1956,1,3,120000
8750,NAmes,Single-Family,1,1955,1955,1,3,153000
10400,NAmes,Single-Family,1,1956,1956,1,3,144000
19296,NAmes,Single-Family,2,1962,1962,1,3,176000
8532,NAmes,Single-Family,1,1954,1990,1,3,153000
9482,NAmes,Multi-Family,1,1958,1958,2,4,135000
8128,NAmes,Single-Family,1,1954,1954,1,3,131000
10634,NAmes,Single-Family,1,1953,1953,1,3,123000
13070,NAmes,Single-Family,1,1951,1951,1,2,126000
10434,NAmes,Single-Family,1,1955,1955,1,2,115000
14559,NAmes,Single-Family,1,1951,2000,1,2,164900
8480,NAmes,Single-Family,1,1945,1950,1,2,113000
7626,NAmes,Single-Family,1,1952,2005,1,2,145500
9533,NAmes,Single-Family,1,1953,1953,1,2,102900
10615,OldTown,Multi-Family,2,1900,1970,2,3,95000
11419,NAmes,Single-Family,2,1948,1999,1,3,152500
9600,NAmes,Single-Family,1,1950,1950,1,3,129900
8000,NAmes,Single-Family,1,1948,2002,1,2,132000
5470,OldTown,Single-Family,1,1958,1958,1,2,99900
10410,OldTown,Single-Family,2,1916,1987,2,3,135000
10800,OldTown,Single-Family,2,1939,2006,2,4,149000
8146,OldTown,Single-Family,2,1900,2003,1,2,114000
9022,OldTown,Single-Family,1,1924,2006,1,2,109500
10230,OldTown,Single-Family,1,1925,1950,1,3,125000
10410,OldTown,Single-Family,2,1915,1950,2,3,142900
7200,OldTown,Single-Family,2,1910,2008,2,4,156500
5400,OldTown,Single-Family,2,1920,1950,1,2,105000
10800,OldTown,Single-Family,1,1920,1950,1,2,106000
9671,NAmes,Multi-Family,2,1969,1969,2,6,190000
10143,NAmes,Single-Family,1,1963,1963,1,3,154000
11500,NAmes,Single-Family,1,1967,1967,1,3,163000
11643,NAmes,Multi-Family,2,1969,1969,2,6,200000
8010,NAmes,Single-Family,1,1958,2007,1,2,143500
10454,NAmes,Single-Family,1,1957,1957,1,3,135000
8712,NAmes,Single-Family,1,1957,2000,1,2,153000
17600,NAmes,Single-Family,1,1960,1960,2,3,157500
9000,NAmes,Single-Family,1,1958,1958,1,2,113500
12144,NAmes,Single-Family,1,1949,1950,1,3,133000
8544,NAmes,Multi-Family,1,1950,1950,2,2,92900
8064,NAmes,Single-Family,2,1950,1950,1,3,128500
7200,NAmes,Multi-Family,1,1949,1950,2,2,90000
7200,NAmes,Single-Family,2,1950,1982,1,3,138000
7350,NAmes,Single-Family,1,1958,1958,1,3,128000
7560,NAmes,Single-Family,1,1958,1965,1,3,139000
7200,NAmes,Single-Family,1,1952,1952,1,2,118900
8000,NAmes,Single-Family,2,1959,1959,1,3,138000
7931,NAmes,Single-Family,1,1959,1959,1,3,132500
10800,NAmes,Single-Family,2,1949,1996,2,4,133500
8064,NAmes,Single-Family,2,1948,1994,1,3,135000
7570,NAmes,Single-Family,2,1964,1964,1,4,144750
8604,NAmes,Multi-Family,2,1978,1978,1,2,145000
7936,NAmes,Single-Family,1,1963,1963,1,3,127000
6600,NAmes,Single-Family,1,1962,1962,1,2,109500
3950,OldTown,Single-Family,2,1926,2004,1,3,115000
10440,OldTown,Single-Family,2,1910,1981,1,2,110000
4080,OldTown,Single-Family,2,1935,1998,1,3,128900
10307,OldTown,Multi-Family,2,1910,1950,2,4,103500
15660,OldTown,Single-Family,2,1910,2003,1,3,130000
9900,OldTown,Single-Family,2,1910,2002,2,3,129000
6406,OldTown,Single-Family,2,1939,1950,1,3,150000
6600,OldTown,Single-Family,2,1892,1965,2,4,107500
7627,OldTown,Multi-Family,2,1920,1950,2,4,94550
7596,OldTown,Multi-Family,2,1952,1952,2,4,124500
3378,OldTown,Single-Family,2,1946,1992,1,3,135000
10134,OldTown,Single-Family,2,1910,1950,1,3,103000
6000,OldTown,Multi-Family,1,1953,1953,1,2,93000
6000,OldTown,Single-Family,2,1950,1970,1,3,129500
6000,OldTown,Multi-Family,2,1954,1954,2,3,93000
7404,OldTown,Single-Family,1,1920,1950,1,2,80000
5784,OldTown,Single-Family,1,1938,1996,1,2,91300
8520,OldTown,Single-Family,1,1923,1950,1,2,99500
4456,OldTown,Multi-Family,2,1920,2008,2,2,113000
9600,OldTown,Single-Family,2,1910,1950,2,3,87500
3500,OldTown,Single-Family,2,1947,1950,1,2,110000
8100,OldTown,Single-Family,2,1898,1965,2,2,106000
11700,OldTown,Single-Family,2,1880,2003,1,4,265979
8400,OldTown,Single-Family,2,1900,1950,2,3,160000
3600,OldTown,Single-Family,2,1917,2007,1,3,119000
17671,OldTown,Single-Family,2,1882,1986,1,4,168000
9000,OldTown,Single-Family,2,1920,1988,1,3,143000
7200,OldTown,Single-Family,1,1910,2006,1,2,85000
8820,OldTown,Single-Family,2,1890,1996,1,2,124900
5400,OldTown,Single-Family,2,1920,1950,1,3,119000
9720,OldTown,Single-Family,2,1910,2002,1,4,146500
21384,BrkSide,Single-Family,2,1923,2004,1,3,223500
6615,BrkSide,Single-Family,1,1923,1950,1,3,149000
7264,BrkSide,Single-Family,2,1925,2007,2,3,205000
4960,BrkSide,Single-Family,2,1930,1982,2,3,137000
8854,BrkSide,Single-Family,1,1916,1950,1,2,121000
6000,BrkSide,Single-Family,2,1936,1950,1,3,128000
6000,BrkSide,Single-Family,2,1937,2000,1,2,134900
6000,BrkSide,Single-Family,2,1925,1997,1,3,117000
6000,BrkSide,Single-Family,2,1939,1950,1,4,132500
6000,BrkSide,Single-Family,2,1924,1950,1,3,93000
6000,BrkSide,Single-Family,1,1926,2004,1,2,119000
6911,BrkSide,Single-Family,1,1924,1950,1,2,100000
6120,BrkSide,Single-Family,2,1936,1950,1,3,141500
6120,BrkSide,Single-Family,2,1935,1995,1,3,133000
6120,BrkSide,Single-Family,1,1931,1993,1,2,105000
6120,BrkSide,Single-Family,1,1925,1999,1,2,115000
6120,BrkSide,Single-Family,2,1938,1950,2,3,150000
8635,BrkSide,Single-Family,1,1925,1950,1,2,126500
11888,BrkSide,Single-Family,2,1916,1994,2,5,214500
11414,BrkSide,Single-Family,2,1910,1993,1,3,167500
8094,OldTown,Single-Family,2,1915,1950,2,3,155000
2500,OldTown,Single-Family,2,1915,2005,1,4,155000
9928,OldTown,Single-Family,2,1915,1994,2,3,179900
5520,OldTown,Single-Family,3,1912,1950,1,5,104000
6876,IDOTRR,Single-Family,2,1927,1950,2,4,149000
6240,IDOTRR,Single-Family,2,1925,1950,1,2,103000
5775,OldTown,Single-Family,2,1915,2002,1,3,123000
5852,OldTown,Multi-Family,2,1902,2000,2,6,97500
5160,IDOTRR,Single-Family,2,1927,1950,1,3,135000
10320,IDOTRR,Multi-Family,2,1915,1965,1,3,116000
4280,Sawyer,Single-Family,1,1946,2001,1,2,88750
10800,Edwards,Multi-Family,1,1987,1988,3,3,179000
10800,Edwards,Multi-Family,1,1987,1988,3,3,179000
10547,Edwards,Multi-Family,2,1978,1978,2,2,159900
6629,Edwards,Single-Family,2,1925,1950,2,3,103600
12886,Sawyer,Single-Family,2,1963,1999,2,3,175000
8816,Sawyer,Single-Family,1,1963,1963,1,3,139000
11184,Sawyer,Single-Family,2,1978,1978,2,3,172500
11625,Sawyer,Single-Family,1,1967,1967,1,3,113500
7800,Sawyer,Single-Family,1,1967,2004,1,3,130000
8014,Sawyer,Single-Family,2,1978,1978,1,3,149900
7252,Sawyer,Single-Family,2,1982,1982,1,2,134900
8740,Sawyer,Single-Family,2,1982,1982,1,2,137000
11616,Sawyer,Single-Family,1,1962,1962,1,3,139000
15400,Sawyer,Single-Family,2,1961,1961,2,4,165000
15312,Sawyer,Single-Family,2,1960,1960,1,3,148000
15584,ClearCr,Single-Family,2,1956,1956,1,4,165000
11250,ClearCr,Single-Family,2,1957,1989,1,5,161500
25095,ClearCr,Single-Family,1,1968,2003,1,1,143000
17140,Edwards,Single-Family,1,1956,1956,1,3,135000
12342,Edwards,Single-Family,1,1940,1950,1,1,82500
10708,ClearCr,Single-Family,1,1955,1993,1,2,190000
13680,Edwards,Single-Family,1,1955,1955,2,4,139600
15635,Edwards,Single-Family,1,1954,1954,1,2,122000
9855,Edwards,Single-Family,1,1956,1956,1,3,127500
9571,Edwards,Single-Family,1,1956,1956,1,2,121500
9350,Edwards,Single-Family,2,1946,1950,1,3,154400
9340,Edwards,Single-Family,1,1941,1950,1,2,113000
7440,Edwards,Single-Family,1,1954,1954,1,3,125000
11500,Edwards,Single-Family,1,1957,1957,1,3,84000
4235,Edwards,Townhouse,1,1984,1984,2,2,139500
11409,Edwards,Single-Family,2,1949,2008,1,3,131000
9060,Edwards,Single-Family,2,1939,1950,1,2,105000
9084,Edwards,Single-Family,2,1940,1950,1,4,108000
10778,SawyerW,Single-Family,2,1990,1991,1,1,162000
19255,SawyerW,Single-Family,2,1983,1983,1,2,156500
14684,SawyerW,Single-Family,1,1990,1991,2,3,271900
9317,SawyerW,Single-Family,2,1993,1993,2,3,213000
10560,SawyerW,Single-Family,2,1993,1994,2,3,239900
9828,SawyerW,Single-Family,2,1995,1995,2,3,239500
26400,SawyerW,Single-Family,2,1880,2007,1,4,131000
7018,SawyerW,Multi-Family,1,1979,1979,2,4,118964
7018,SawyerW,Multi-Family,2,1979,1979,2,6,147983
7018,SawyerW,Multi-Family,1,1979,1979,2,4,118858
7018,SawyerW,Multi-Family,1,1979,1979,2,4,118858
7018,SawyerW,Multi-Family,2,1979,1979,2,6,142953
7007,SawyerW,Multi-Family,1,1979,1979,2,4,113722
11855,SawyerW,Multi-Family,2,2000,2000,4,6,269500
7939,SawyerW,Multi-Family,2,2000,2000,4,6,269500
7976,SawyerW,Multi-Family,2,2000,2000,4,6,269500
10637,CollgCr,Single-Family,1,2007,2008,2,3,297000
10226,CollgCr,Single-Family,1,2008,2008,2,3,295493
9178,CollgCr,Single-Family,1,2008,2008,2,3,239900
10769,CollgCr,Single-Family,2,2007,2007,2,3,212000
11422,CollgCr,Single-Family,1,2007,2008,2,3,272500
11923,CollgCr,Single-Family,1,2007,2007,2,2,239000
8814,CollgCr,Single-Family,1,2006,2006,2,3,220000
6762,CollgCr,Single-Family,1,2007,2007,2,2,200000
10324,CollgCr,Single-Family,1,2008,2008,2,2,221800
7314,CollgCr,Single-Family,1,2007,2007,2,2,194500
11645,CollgCr,Single-Family,1,2005,2006,2,3,237000
11646,CollgCr,Single-Family,2,2005,2006,2,3,173000
12800,SawyerW,Single-Family,2,1989,1989,2,2,275000
16698,ClearCr,Single-Family,2,1992,1993,2,3,233500
28698,ClearCr,Single-Family,2,1967,1967,2,3,185000
12464,CollgCr,Single-Family,1,1996,1996,1,3,152000
9757,CollgCr,Single-Family,1,1994,1994,1,3,143000
15426,CollgCr,Single-Family,2,1997,1997,2,3,231500
10667,CollgCr,Single-Family,2,1996,1996,2,3,212000
14753,CollgCr,Single-Family,1,1998,1998,2,3,207000
10859,CollgCr,Single-Family,1,1994,1995,1,3,145000
8072,CollgCr,Single-Family,1,1994,1995,1,3,138000
10400,CollgCr,Single-Family,2,1998,1998,2,3,197900
10335,CollgCr,Single-Family,1,1999,1999,2,3,204000
9017,CollgCr,Single-Family,1,1999,1999,2,3,192000
8750,CollgCr,Single-Family,2,1998,1998,2,3,200000
8935,CollgCr,Single-Family,2,2002,2002,2,3,195000
9808,CollgCr,Single-Family,1,2002,2002,2,3,227000
12420,CollgCr,Single-Family,2,2001,2001,2,3,230000
16285,CollgCr,Single-Family,1,2001,2002,2,3,187100
10739,CollgCr,Single-Family,1,2002,2001,2,3,203000
11166,CollgCr,Single-Family,1,2001,2001,2,3,201000
8430,CollgCr,Single-Family,1,1978,1978,2,3,124000
16269,CollgCr,Single-Family,1,1978,1978,1,3,140000
6950,CollgCr,Single-Family,1,1979,1979,1,2,134900
8800,CollgCr,Single-Family,1,1977,2008,2,3,150500
7000,CollgCr,Single-Family,1,1978,2005,1,3,136500
9286,CollgCr,Single-Family,1,1977,1989,1,3,143500
15523,CollgCr,Single-Family,1,1972,1972,1,3,133500
7200,CollgCr,Single-Family,1,1972,1972,1,2,123000
7200,CollgCr,Single-Family,2,1972,2003,1,2,133900
8445,CollgCr,Single-Family,2,1972,2007,1,2,133000
11664,CollgCr,Single-Family,1,2002,2002,2,3,250000
12334,CollgCr,Single-Family,2,2003,2003,2,4,254750
11838,CollgCr,Single-Family,1,2001,2001,2,3,236500
11885,CollgCr,Single-Family,2,2001,2001,2,3,261500
8749,CollgCr,Single-Family,2,2002,2002,2,3,198500
11250,CollgCr,Single-Family,2,2001,2001,2,3,211000
15750,CollgCr,Single-Family,1,1999,2000,2,2,220000
11883,CollgCr,Single-Family,1,1996,1996,2,3,203000
12782,CollgCr,Single-Family,1,2002,2003,2,3,279500
8750,CollgCr,Single-Family,1,1997,1998,2,3,210000
9375,CollgCr,Single-Family,2,1997,1998,2,3,219500
8750,CollgCr,Single-Family,2,1996,1996,2,2,191000
9100,CollgCr,Single-Family,1,2001,2001,2,3,178000
9750,CollgCr,Single-Family,1,2000,2001,2,3,213000
4435,CollgCr,Townhouse,1,2003,2004,1,1,144000
4435,CollgCr,Townhouse,1,2003,2003,1,1,140000
10200,CollgCr,Single-Family,1,2007,2007,2,3,293200
9313,CollgCr,Single-Family,2,2004,2004,2,3,190000
8487,CollgCr,Single-Family,1,2004,2004,2,3,190000
8633,CollgCr,Single-Family,2,2005,2005,2,3,173500
11069,CollgCr,Single-Family,2,2007,2007,2,3,170000
8777,Edwards,Single-Family,1,1949,2003,2,2,108000
9937,Edwards,Single-Family,1,1964,1999,1,3,167000
8877,Edwards,Single-Family,1,1938,1958,1,2,100000
7301,Edwards,Single-Family,2,2003,2003,3,4,198500
7950,Edwards,Single-Family,2,1977,1977,1,3,159500
10682,Edwards,Single-Family,1,1960,1971,1,3,127000
7200,Edwards,Single-Family,2,1976,1976,1,3,125000
3675,Edwards,Townhouse,2,2005,2006,1,2,145500
9405,Edwards,Single-Family,1,1947,2008,1,2,118000
6410,Edwards,Single-Family,1,1959,1959,1,3,85000
11767,Edwards,Single-Family,1,1950,1950,1,3,120000
8405,Edwards,Single-Family,2,1945,1950,2,4,98000
4060,Edwards,Single-Family,1,1922,1950,1,2,99900
10206,Edwards,Single-Family,1,1952,1952,1,2,82000
10926,Edwards,Multi-Family,1,1959,1959,2,6,119900
11767,Edwards,Single-Family,1,1956,1956,1,2,103500
8926,Edwards,Single-Family,1,1956,1956,1,3,112000
12354,Edwards,Single-Family,2,1920,2000,1,3,110000
8212,Edwards,Single-Family,2,1941,1950,1,3,122000
10998,Edwards,Single-Family,2,1941,1960,2,3,117000
6300,SWISU,Single-Family,2,1938,1950,1,3,160000
4500,SWISU,Single-Family,2,1932,2000,1,3,159434
9900,SWISU,Single-Family,2,1940,1950,2,3,139500
15863,SWISU,Single-Family,3,1920,1970,2,5,197000
5707,SWISU,Single-Family,2,1935,1950,1,3,105000
7804,SWISU,Single-Family,2,1928,1950,2,4,135000
8574,Crawfor,Single-Family,1,1916,2000,1,3,147500
6171,SWISU,Single-Family,2,1925,1990,2,3,137450
7200,SWISU,Single-Family,2,1936,2007,1,3,155000
7558,Crawfor,Single-Family,2,1928,1950,1,3,177000
6292,SWISU,Single-Family,2,1928,1950,2,3,145000
7155,Crawfor,Single-Family,2,1918,1990,1,3,137000
10918,Crawfor,Single-Family,2,1926,2004,1,3,234000
13680,Crawfor,Single-Family,2,1940,1950,1,2,205000
7500,Crawfor,Single-Family,2,1942,1950,1,3,177500
9600,Crawfor,Single-Family,2,1940,1950,1,2,160000
14680,Crawfor,Single-Family,1,1960,1960,1,2,155000
13360,Crawfor,Single-Family,1,1921,2006,1,2,163500
7681,Crawfor,Single-Family,2,1921,1950,1,3,154900
8145,Crawfor,Multi-Family,2,1940,1950,2,5,205000
9100,Crawfor,Single-Family,1,1954,1954,1,2,144800
12000,Crawfor,Single-Family,2,1941,1950,1,3,174500
13339,Crawfor,Single-Family,1,1960,1960,2,3,193000
15600,Crawfor,Single-Family,2,1949,2005,2,3,158000
14000,Crawfor,Single-Family,1,1950,2004,1,3,158500
17500,Crawfor,Single-Family,1,1954,1954,1,3,224000
1733,Blueste,Townhouse,2,1980,1980,1,2,115000
1488,Blueste,Townhouse,2,1980,1992,1,2,137000
1612,Blueste,Townhouse,2,1980,1980,1,2,121000
1300,Blueste,Townhouse,2,1980,1980,1,2,124000
13607,Crawfor,Single-Family,2,1986,1986,2,3,208000
21695,Crawfor,Single-Family,1,1988,2007,2,3,222000
10690,IDOTRR,Single-Family,2,1920,1997,1,3,147000
8660,IDOTRR,Single-Family,2,1900,1993,2,5,123000
8470,IDOTRR,Single-Family,2,1915,1982,1,2,85000
3843,Crawfor,Townhouse,1,2007,2008,2,2,230000
10125,Mitchel,Single-Family,2,2000,2001,2,3,251000
12822,Mitchel,Single-Family,2,2003,2003,1,1,239686
12118,Mitchel,Single-Family,1,2004,2005,2,3,240000
12209,Mitchel,Single-Family,2,2001,2002,2,3,215000
9750,Mitchel,Single-Family,2,1977,1977,1,2,156450
9360,Mitchel,Single-Family,2,1977,1977,1,2,173000
10125,Mitchel,Multi-Family,2,1977,1977,2,4,126000
9947,Mitchel,Single-Family,2,1990,1991,2,3,173000
11070,Mitchel,Single-Family,1,1991,1991,2,2,152000
14375,Timber,Single-Family,2,1958,1958,1,3,137500
13159,Timber,Single-Family,2,2009,2009,2,3,224500
8925,Timber,Single-Family,1,2007,2007,2,3,201000
11457,Timber,Single-Family,1,1988,1988,2,3,175000
9839,Timber,Single-Family,2,1980,2006,2,3,204000
14419,Timber,Single-Family,2,1987,1989,2,3,213500
6853,Timber,Single-Family,1,2001,2002,2,2,220000
9157,Timber,Single-Family,2,2003,2003,2,3,170000
12518,Mitchel,Single-Family,1,1968,1968,1,3,139500
21750,Mitchel,Single-Family,1,1960,2006,1,3,115000
4500,Mitchel,Townhouse,1,1998,1998,2,2,162000
4500,Mitchel,Townhouse,1,1999,1999,2,2,165000
1596,MeadowV,Townhouse,2,1973,1973,1,2,91000
9858,Mitchel,Single-Family,1,1968,1968,1,3,130000
1526,MeadowV,Townhouse,2,1970,2002,1,1,86000
13383,Mitchel,Single-Family,1,1969,2000,2,3,160000
1477,MeadowV,Townhouse,2,1970,1970,1,1,80000
2217,MeadowV,Townhouse,2,1970,1970,1,3,88000
7689,Mitchel,Single-Family,2,1972,1972,1,2,131900
7706,Mitchel,Single-Family,2,1993,1996,1,2,131250
9101,Mitchel,Single-Family,2,1978,1978,1,1,165500
8780,Mitchel,Single-Family,1,1985,1985,1,3,112000
7669,Mitchel,Single-Family,2,1992,1993,1,2,149000
14115,Mitchel,Single-Family,2,1993,1995,1,1,143000
10429,Mitchel,Single-Family,2,1992,1992,1,3,130000
9819,Mitchel,Single-Family,1,1977,1977,2,2,196000
10457,Mitchel,Single-Family,2,1969,1969,1,4,173000
11029,NAmes,Single-Family,1,1958,2002,1,3,176500
12925,NAmes,Single-Family,1,1970,1970,2,4,237500
11075,NAmes,Single-Family,2,1969,1969,2,4,206900
8702,Gilbert,Single-Family,2,1997,1998,2,3,187500
8139,Gilbert,Single-Family,2,1995,1996,2,3,165000
9535,Gilbert,Single-Family,2,1998,1998,2,3,195500
9042,Gilbert,Single-Family,2,1998,1998,2,3,192000
15038,Gilbert,Single-Family,2,1996,1996,2,3,173000
14137,Gilbert,Single-Family,1,1996,1997,2,3,177900
21872,Gilbert,Single-Family,2,1996,1997,2,3,175000
6264,StoneBr,Single-Family,1,1997,1997,1,1,247900
5395,StoneBr,Townhouse,1,1993,1993,2,2,180000
5070,StoneBr,Townhouse,1,1992,1992,2,2,180000
10839,Gilbert,Single-Family,2,1997,1998,2,3,181000
11184,Gilbert,Single-Family,2,1998,1998,2,3,183000
8000,Gilbert,Single-Family,2,1995,1996,2,3,188000
10832,Gilbert,Single-Family,2,1994,1996,2,3,194500
14067,Gilbert,Single-Family,2,1991,1991,2,3,185000
4671,StoneBr,Townhouse,1,1988,1989,2,2,189000
5950,StoneBr,Townhouse,1,1989,1989,2,2,188500
31220,Gilbert,Single-Family,1,1952,1952,1,3,115000
47280,Gilbert,Single-Family,1,1950,1950,2,3,133000
20544,NWAmes,Single-Family,2,1986,1991,2,3,215000
12680,NWAmes,Single-Family,1,1988,1988,2,2,226500
12090,NWAmes,Single-Family,1,1981,1981,2,3,175500
10825,NWAmes,Single-Family,1,1983,1983,2,3,181900
18559,NWAmes,Single-Family,1,1978,1978,2,3,235000
14450,NWAmes,Single-Family,1,1979,1979,2,3,220000
12227,NWAmes,Single-Family,2,1977,1995,2,4,272000
13068,NWAmes,Single-Family,1,1976,1976,2,3,161000
15611,NWAmes,Single-Family,1,1977,1977,2,3,175000
10400,NWAmes,Single-Family,2,1980,1988,2,3,185000
9743,NWAmes,Single-Family,2,1969,1969,1,3,146900
12511,NWAmes,Single-Family,2,1978,1978,2,4,292500
11361,NWAmes,Single-Family,1,1976,1976,2,3,180000
10400,NWAmes,Single-Family,1,1976,1976,2,2,159900
10480,NWAmes,Single-Family,2,1976,1976,2,4,205000
10000,NWAmes,Single-Family,1,1973,2000,1,3,157000
9000,NAmes,Multi-Family,2,1974,1974,2,4,133000
9750,NAmes,Single-Family,1,1969,1969,1,3,151000
10295,NAmes,Single-Family,1,1969,1969,1,2,111900
7560,NAmes,Single-Family,1,1971,1971,1,3,123000
12735,NAmes,Single-Family,1,1972,1972,1,3,111250
4060,NAmes,Townhouse,1,1998,1999,2,2,181000
1680,BrDale,Townhouse,2,1973,1973,1,2,103400
1680,BrDale,Townhouse,2,1973,1973,1,2,100000
1890,BrDale,Townhouse,2,1972,1972,1,2,100500
1869,BrDale,Townhouse,2,1970,1970,1,2,106000
1680,BrDale,Townhouse,2,1971,1971,1,2,85400
1680,BrDale,Townhouse,2,1971,1971,1,2,89500
4043,NPkVill,Townhouse,1,1977,1977,2,2,140000
2529,NPkVill,Townhouse,1,1977,1977,2,2,148500
9477,NAmes,Single-Family,1,1966,1966,1,3,110000
8899,NridgHt,Single-Family,2,2007,2007,2,4,250000
10625,NridgHt,Single-Family,2,2003,2004,2,3,284000
10845,NridgHt,Single-Family,1,2003,2004,2,2,284000
12304,NridgHt,Townhouse,1,2005,2005,2,2,192000
12677,NridgHt,Townhouse,1,2003,2004,1,1,274000
8849,NridgHt,Townhouse,1,2005,2005,2,2,266000
6240,NridgHt,Townhouse,1,2006,2007,2,2,234250
6240,NridgHt,Townhouse,1,2006,2007,2,2,219500
2448,NridgHt,Townhouse,2,2003,2004,2,2,155000
